,sms,label
3826,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,1
3754,"\Im on gloucesterroad what are uup to later?\""""",0
3289,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,0
1142,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0
2358,I'll talk to the others and probably just come early tomorrow then,0
3264,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1
1198,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0
85,"I call you later, don't have network. If urgnt, sms me.",0
1518,Shall i ask one thing if you dont mistake me.,0
516,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1
1381,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",0
3941,She's borderline but yeah whatever.,0
2716,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
3817,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,1
1014,"Ya, told..she was asking wats matter?",0
128,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0
1364,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0
4291,G.W.R,0
5321,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0
3867,"not that I know of, most people up here are still out of town",0
891,I am great princess! What are you thinking about me? :),0
2793,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",0
4683,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0
1359,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0
307,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0
1661,"You aren't coming home between class, right? I need to work out and shower!",0
2431,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0
4478,Erutupalam thandiyachu,0
1317,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
3499,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1
4787,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0
3249,"Babe, I need your advice",0
2474,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0
2542,Aiyo please Ì_ got time meh.,0
5372,"Ok., is any problem to u frm him? Wats matter?",0
1246,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",0
4643,Did u got that persons story,0
1208,Also maaaan are you missing out,0
3377,Hows that watch resizing,0
216,Tired. I haven't slept well the past few nights.,0
4775,Quite lor. But dun tell him wait he get complacent...,0
5300,I can't make it tonight,0
1239,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0
2289,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1
2740,Nothing. Can...,0
275,Thanx...,0
489,I think i've fixed it can you send a test message?,0
1035,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0
1229,Jus ans me lar. U'll noe later.,0
5106,Ding me on ya break fassyole! Blacko from londn,0
1008,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0
5245,Thank you princess! I want to see your nice juicy booty...,0
3865,"Theoretically yeah, he could be able to come",0
3938,Y Ì_ wan to go there? C doctor?,0
2532,Yup ok...,0
4641,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1
1058,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
2166,"Thank you. And by the way, I just lost.",0
4567,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0
4141,Infact happy new year. How are you where are you when are we seeing,0
281,\Wen u miss someone,0
1043,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,0
1316,Why nothing. Ok anyway give me treat,0
5544,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",0
968,Are you willing to go for aptitude class.,0
4819,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1
3869,Oh ok wait 4 me there... My lect havent finish,0
1939,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1
4394,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0
1274,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0
619,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,0
4762,Prepare to be pleasured :),0
1742,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0
1390,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0
4541,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,1
1847,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1
1579,"Why is that, princess? I bet the brothas are all chasing you!",0
1655,At 7 we will go ok na.,0
3568,She's fine. Sends her greetings,0
2352,Thats cool. How was your day?,0
2212,"This is one of the days you have a billion classes, right?",0
3275,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
2020,Anything lor but toa payoh got place 2 walk meh...,0
5538,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,0
1956,K...k:)why cant you come here and search job:),0
3178,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
3192,I will lick up every drop :) are you ready to use your mouth as well?,0
1307,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
2003,S....s...india going to draw the series after many years in south african soil..,0
4966,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,1
575,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1
2360,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0
4676,Wewa is 130. Iriver 255. All 128 mb.,0
4947,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1
1706,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0
1799,"If we hit it off, you can move in with me :)",0
3347,"Sorry, I'll call later",0
4991,I'm hungry buy smth home...,0
1280,Oh ho. Is this the first time u use these type of words,0
4538,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0
861,Your brother is a genius,0
4616,Good. do you think you could send me some pix? I would love to see your top and bottom...,0
1801,I wanna watch that movie,0
1628,Yes princess! I want to make you happy...,0
1993,Eh den sat u book e kb liao huh...,0
2639,Why she wants to talk to me,0
269,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1
629,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,1
4231,I'm at home. Please call,0
3081,"And very importantly, all we discuss is between u and i only.",0
3466,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
2334,Do you like Italian food?,0
4870,Well. You know what i mean. Texting,0
2966,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
300,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0
4159,i felt so...not any conveying reason.. Ese he... What about me?,0
459,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0
1447,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,0
1472,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",0
2046,"Aight fuck it, I'll get it later",0
4703,Yar but they say got some error.,0
4381,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0
5301,At WHAT TIME should i come tomorrow,0
2113,"Yeah, don't go to bed, I'll be back before midnight",0
27,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0
2040,You always make things bigger than they are,0
5040,She ran off with a younger man. we will make pretty babies together :),0
3216,Come to mahal bus stop.. &lt;DECIMAL&gt;,0
837,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0
3814,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0
129,K..k:)how much does it cost?,0
4938,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,0
2008,See the forwarding message for proof,0
5466,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,1
503,Lolnice. I went from a fish to ..water.?,0
4230,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0
4788,We're on the opposite side from where we dropped you off,0
380,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0
1851,Dunno da next show aft 6 is 850. Toa payoh got 650.,0
1525,Pls pls find out from aunt nike.,0
2365,Ok try to do week end course in coimbatore.,0
4030,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",0
3052,Pls send me the correct name da.,0
2884,ÌÏ still attending da talks?,0
2340,I will take care of financial problem.i will help:),0
374,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1
4035,How are you holding up?,0
2381,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0
4795,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1
939,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0
5338,So when do you wanna gym?,0
4430,2mro i am not coming to gym machan. Goodnight.,0
4852,I'm fine. Hope you are also,0
2799,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0
2147,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0
3591,I anything lor...,0
4610,Wat time Ì_ finish?,0
5061,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0
3808,At the funeral home with Audrey and dad,0
4691,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0
2068,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0
3623,No message..no responce..what happend?,0
529,Jay says that you're a double-faggot,0
3308,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,0
3937,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,0
5527,"Total disappointment, when I texted you was the craziest shit got :(",0
636,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0
1269,"Tee hee. Off to lecture, cheery bye bye.",0
185,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
1394,R we still meeting 4 dinner tonight?,0
3934,You need to get up. Now.,0
4187,Mm umma ask vava also to come tell him can play later together,0
1797,Can i get your opinion on something first?,0
2979,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0
1441,Ya:)going for restaurant..,0
4174,How are you doing. How's the queen. Are you going for the royal wedding,0
5429,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0
3811,Yep then is fine 7.30 or 8.30 for ice age.,0
1535,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
2913,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1
3188,X2  &lt;#&gt; . Are you going to get that,0
1273,network operator. The service is free. For T & C's visit 80488.biz,1
2467,Is there coming friday is leave for pongal?do you get any news from your work place.,0
3688,You still coming tonight?,0
607,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0
4151,What's nannys address?,0
1712,o turns out i had stereo love on mi phone under the unknown album.,0
4607,We live in the next  &lt;#&gt; mins,0
2199,Not sure I have the stomach for it ...,0
955,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0
2579,I dunno until when... Lets go learn pilates...,0
5216,I am late. I will be there at,0
4460,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0
4934,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",0
4145,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,0
2852,I doubt you could handle 5 times per night in any case...,0
403,None of that's happening til you get here though,0
2071,Good night my dear.. Sleepwell&amp;Take care,0
5299,Well good morning mr . Hows london treatin' ya treacle?,0
1977,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1
158,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1
1748,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0
2909,How do you guys go to see movies on your side.,0
3888,Unlimited texts. Limited minutes.,0
4238,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",0
902,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0
352,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0
1230,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0
5205,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1
2140,After the drug she will be able to eat.,0
444,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,0
5512,"Just making dinner, you ?",0
754,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0
1737,I cant pick the phone right now. Pls send a message,0
2971,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0
3714,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0
5545,Hi its in durban are you still on this number,0
2920,"Yo, any way we could pick something up tonight?",0
311,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1
3423,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,1
548,Wait  &lt;#&gt;  min..,0
661,Then mum's repent how?,0
3794,Also remember the beads don't come off. Ever.,0
5306,Ill be at yours in about 3 mins but look out for me,0
1989,The basket's gettin full so I might be by tonight,0
3665,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0
3883,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1
306,Jos ask if u wana meet up?,0
2335,Which is weird because I know I had it at one point,0
694,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0
2356,No..he joined today itself.,0
3702,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",0
3804,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0
1927,Omg it could snow here tonite!,0
684,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0
3427,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",0
749,By monday next week. Give me the full gist,0
3638,Wat's da model num of ur phone?,0
3218,Me too baby! I promise to treat you well! I bet you will take good care of me...,0
4019,University of southern california.,0
1266,\Hey sorry I didntgive ya a a bellearlier hunny,0
4065,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0
4236,Life style garments account no please.,0
4932,Once free call me sir.,0
3595,Good morning princess! Happy New Year!,0
2134,If he started searching he will get job in few days.he have great potential and talent.,0
3083,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0
3061,Fine. Do you remember me.,0
3025,I finished my lunch already. U wake up already?,0
970,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0
13,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0
873,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0
3771,Does uncle timi help in clearing cars,0
808,I am taking half day leave bec i am not well,0
3198,No de.am seeing in online shop so that i asked.,0
514,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
4985,That's y u haf 2 keep me busy...,0
409,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0
5548,"No, I was trying it all weekend ;V",0
5550,"Cool, what time you think you can get here?",0
5505,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0
4833,I hope your pee burns tonite.,0
207,"Aight yo, dats straight dogg",0
3992,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",0
458,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0
2054,Y so late but i need to go n get da laptop...,0
2430,How was txting and driving,0
250,Ranjith cal drpd Deeraj and deepak 5min hold,0
110,What is the plural of the noun research?,0
4366,I like dis sweater fr mango but no more my size already so irritating.,0
1107,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
4523,I've sent Ì_ my part..,0
1883,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0
1713,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
3911,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1
1287,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0
715,When i have stuff to sell i.ll tell you,0
3441,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1
552,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0
1439,In fact when do you leave? I think addie goes back to school tues or wed,0
2270,U know we watchin at lido?,0
4964,"A few people are at the game, I'm at the mall with iouri and kaila",0
3144,I.ll get there tomorrow and send it to you,0
2821,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1
5326,What makes you most happy?,0
1925,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0
634,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1
5352,Good morning princess! Have a great day!,0
316,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0
4692,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
5238,Yeah I can still give you a ride,0
1328,My exam is for february 4. Wish you a great day.,0
427,Any pain on urination any thing else?,0
5184,I'm in town now so i'll jus take mrt down later.,0
105,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0
3041,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0
142,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",0
2169,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1
1709,U meet other fren dun wan meet me ah... Muz b a guy rite...,0
89,"Ela kano.,il download, come wen ur free..",0
2918,Is xy in ur car when u picking me up?,0
3237,Good. No swimsuit allowed :),0
2241,U buy newspapers already?,0
3174,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1
4167,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1
3737,We stopped to get ice cream and will go back after,0
2163,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0
2636,Thank god they are in bed!,0
4912,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1
1949,Wait 2 min..stand at bus stop,0
1768,How. Its a little difficult but its a simple way to enter this place,0
4063,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0
2272,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0
1,Ok lar... Joking wif u oni...,0
3936,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0
4362,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",0
5522,Thats cool. I want to please you...,0
1951,Haha... Really oh no... How? Then will they deduct your lesson tmr?,0
935,Then dun wear jeans lor...,0
5404,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0
2720,Ok lor...,0
3731,Gud mrng dear hav a nice day,0
4716,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0
1109,S s..first time..dhoni rocks...,0
4401,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",0
591,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1
3534,I'm at home. Please call,0
1695,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0
4943,Wrong phone! This phone! I answer this one but assume the other is people i don't well,0
2936,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0
4678,Sry da..jst nw only i came to home..,0
2448,Do u knw dis no. &lt;#&gt; ?,0
1576,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0
1111,"Awesome, think we can get an 8th at usf some time tonight?",0
4656,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,1
213,Yup... How Ì_ noe leh...,0
778,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0
1415,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0
3496,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0
101,I'm still looking for a car to buy. And have not gone 4the driving test yet.,0
2043,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1
2848,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",1
5057,"Geeeee ... Your internet is really bad today, eh ?",0
4221,Yo you around? A friend of mine's lookin to pick up later tonight,0
4406,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0
1567,"whatever, im pretty pissed off.",0
165,I place all ur points on e cultures module already.,0
5291,Xy trying smth now. U eat already? We havent...,0
3566,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1
4272,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",0
5489,Oh thanks a lot..i already bought 2 eggs ..,0
1343,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0
2013,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1
273,"Usf I guess, might as well take 1 car",0
3860,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,1
71,Finished class where are you.,0
4832,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1
3788,Are you sure you don't mean \get here,0
1087,You can never do NOTHING,0
394,Pick you up bout 7.30ish? What time are  and that going?,0
583,my ex-wife was not able to have kids. Do you want kids one day?,0
1367,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0
5555,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0
5379,Somebody set up a website where you can play hold em using eve online spacebucks,0
2548,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0
